UPC,r_squared,n_obs,Intercept,C(MONTH)[T.2],C(MONTH)[T.3],C(MONTH)[T.4],C(MONTH)[T.5],C(MONTH)[T.6],C(MONTH)[T.7],C(MONTH)[T.8],C(MONTH)[T.9],C(MONTH)[T.10],C(MONTH)[T.11],C(MONTH)[T.12],LOG_PRICE,FEATURE:C(MONTH)[1],FEATURE:C(MONTH)[2],FEATURE:C(MONTH)[3],FEATURE:C(MONTH)[4],FEATURE:C(MONTH)[5],FEATURE:C(MONTH)[6],FEATURE:C(MONTH)[7],FEATURE:C(MONTH)[8],FEATURE:C(MONTH)[9],FEATURE:C(MONTH)[10],FEATURE:C(MONTH)[11],FEATURE:C(MONTH)[12],DISPLAY:C(MONTH)[1],DISPLAY:C(MONTH)[2],DISPLAY:C(MONTH)[3],DISPLAY:C(MONTH)[4],DISPLAY:C(MONTH)[5],DISPLAY:C(MONTH)[6],DISPLAY:C(MONTH)[7],DISPLAY:C(MONTH)[8],DISPLAY:C(MONTH)[9],DISPLAY:C(MONTH)[10],DISPLAY:C(MONTH)[11],DISPLAY:C(MONTH)[12],TPR_ONLY:C(MONTH)[1],TPR_ONLY:C(MONTH)[2],TPR_ONLY:C(MONTH)[3],TPR_ONLY:C(MONTH)[4],TPR_ONLY:C(MONTH)[5],TPR_ONLY:C(MONTH)[6],TPR_ONLY:C(MONTH)[7],TPR_ONLY:C(MONTH)[8],TPR_ONLY:C(MONTH)[9],TPR_ONLY:C(MONTH)[10],TPR_ONLY:C(MONTH)[11],TPR_ONLY:C(MONTH)[12]
1111087396.0,0.28160966863967485,9255.0,4.254705509284752,-0.003213603656345958,-0.29253830060866265,-0.01659378747723108,0.00948090832377419,-0.19158380412851442,-0.06167752224869746,-0.0009709157387830711,-0.14455565295396125,-0.27939400587059426,-0.1645359041309549,0.16776047063501875,-1.6337671145032455,0.5807685053911482,0.07444816942531085,1.0287106323524331e-15,0.5915361140153543,0.19594149447410647,-7.016745701590588e-17,-6.790365310683813e-16,0.07238026015359474,7.448656251040435e-16,5.339840665191139e-16,-3.7783956614783987e-16,0.29544072966626794,0.7104731063508243,0.9093351344575054,0.9753527986138169,0.5644375656488501,0.636897402963674,1.0465298735341535,1.2964816677699897,0.9001235869539111,0.9534662400103865,1.1129133942006157,0.9410573133184026,0.6937487506207788,0.27789700583187665,0.4743920720398955,0.029710806782978737,0.004642923533692016,-0.15484444378994042,-0.11359918010844618,-0.08634565713230347,-0.10474133435901721,-0.7536570431508205,0.07806961020635188,-0.010113696200051918,-0.13743817203882266
1111087398.0,0.2743885850651461,9468.0,3.4998818797585582,-0.036064684656189505,-0.3418047057359853,0.015072849250263753,-0.043233739141600114,-0.13723584748306805,-0.028546042765117186,-0.0965446112544212,-0.1475675611716512,-0.29404536560810973,-0.0022619771752393943,0.19283142622656604,-0.8950795749007665,0.5509562954334071,0.16658925124565216,1.824736377642883e-16,0.5865008384660121,0.2760951944524349,3.7871400797871084e-17,8.022384064722053e-17,0.27789584514650306,-3.1051304509080083e-16,2.1193774265661005e-16,4.516743911031144e-16,0.26594748691991243,0.8964415133309098,0.8510695747035038,1.0070795067080325,0.7500510718018111,0.45066249239675243,0.9181525342318878,0.9804378623053241,0.8624922103433045,1.091509153626251,1.2233686813347215,1.0829297169874683,0.7849937654895434,0.6962910482598574,0.5129868781034671,0.3038785310370238,0.16389094745487776,0.07249111661446639,-0.08569919355825695,0.11402934700727592,0.3793804632061875,-0.11463374784846643,0.3629898452055481,0.18939282808899666,-0.3322208455332205
1600027527.0,0.4128900875518633,9588.0,5.365424330986693,0.04900112239574472,-0.34314156504498117,-0.08356080413360545,-0.05624666207047313,-0.14229126080361998,-0.22880946376774225,-0.1890760381282819,-0.12300388665989168,-0.1291110997574767,-0.11385248682215286,-0.1947670261260614,-1.4175985985702697,-7.286667091327797e-17,0.5602807803200727,1.1994369596579505e-15,0.6276261968427286,0.47769379661849376,7.900169665951869e-16,-1.300399039397963e-16,-2.4210359279213933e-16,0.5946899698572912,7.081942697891617e-17,0.5335602104704484,0.9493713547420348,-0.023913507129226297,0.6825455368489042,0.214573241458067,-0.20930528569800255,0.3395807645461094,0.10994405644108018,-6.59306164809444e-16,-0.5373968989404995,0.35901991282742074,0.44605385133632336,0.7256240067746966,0.040727133610433064,-0.8504608807885425,-0.1982276000085601,-0.3585048932743209,-0.8062937229479982,-0.1802316389909001,-0.6533891123869985,-0.9012234455392709,-0.06152211455051959,-0.09471633068390722,-0.0960174393097368,-0.183672679177971,-0.06038940654508054
1600027528.0,0.3579067242917575,9586.0,1.5150945987752713,0.24500068549632528,0.017973356510575356,0.13113061554959182,0.06799599891606667,0.15137436613996536,0.126332586411155,0.1467476312604388,0.002887246610598127,0.10029911444387801,0.05130146518923223,-0.039890426454183746,0.9366012409283612,2.430889805877102e-16,0.781359346004698,1.8989726211836877,7.9955415533967945e-16,-2.1224216739019234e-16,1.7668563225554967,1.3459600630167985,2.6733070559551946,4.3783103765777664e-17,-6.801715258237529e-17,4.706333671192126e-17,-4.9309231903869765e-18,-0.22125201781771275,1.1367376410104797,0.24183514306724266,-0.557464579360521,-1.1157439898736091e-17,0.3584531145619736,0.6979371822757631,0.18415161809944722,0.6487356701462426,1.223571792491284e-16,-2.7948558660236606e-17,1.1067556748862531e-16,0.21136537123554364,1.070622809097515,0.5591249667239303,-0.04889616399318748,-0.7056517106041921,-0.010432035345155195,0.2636120394725543,0.1314805429110721,0.1995680533027773,0.17871044402478922,-0.146238260765453,0.01592971350926657
1600027564.0,0.21054058407219867,9584.0,4.090955280380559,-0.031075442424506994,-0.07534388802038938,0.07877785394816805,-0.09433841611935667,-0.06423112162833448,-0.03794987978674427,-0.11706058381203506,-0.09101684131145008,-0.004926847787330636,-0.042372674738732144,-0.25606185222819694,-0.7086542963508504,0.4265718024850178,-3.2539558672887305e-15,1.4202438303915886e-16,0.40659754701615913,0.776930745156222,1.9657202892726393e-16,1.5375171847139605e-15,0.04514358295816934,4.498602466804194e-16,0.7351382700499547,0.888164995349608,0.48874808776673506,0.3462397745651895,0.03272758239377982,-0.10383919187754809,0.3966817344959186,0.2770446671817859,0.3311376510872407,0.5725441240098912,0.9076045609603763,-0.8534257568248635,0.29737488750284746,0.5569895806479246,0.6595941874505536,-0.5558154152317396,-0.061913393867581906,-0.03928943060803303,-0.3413456909527338,0.12124639758821287,0.11423628669576669,-0.5473714839600509,0.10572372780605643,-0.21969769826035693,-0.6134927696519111,-0.07501532981692088,0.1708671419020005
2066200530.0,0.15028283935100628,4084.0,7.994504515102941,0.21250387495264855,-0.009844510140580659,-0.10561313002262318,-0.04940394982603091,0.1650033871768214,0.04897227298612683,0.11910482613125195,0.11749608038087822,0.03292303018683729,0.25503952711745836,-0.024926950428387218,-3.6638231565294688,-4.253033586731817e-16,1.564164694421819e-16,3.0042591283372857e-16,1.57401304651287e-16,-2.244115544480476e-16,8.674761609244985e-17,-0.4010987921919653,-3.731450917152421e-16,-5.736968784431343e-16,6.373103068118213e-16,6.802293726763918e-18,-3.844799609728881e-18,-9.569153978396412e-17,-9.610835044989942e-17,-0.43920165557569163,0.2791248954105811,-1.7729875330336937,0.3336767350550687,0.33905378712991885,-0.08278283131038999,-0.8602750468670798,0.0,0.0,0.0,0.47995696738920424,0.0,0.0,0.0,-2.3404134989459386,-1.0421872996406591,-0.7391984146858908,-0.7958877223287043,0.0,0.0,0.0,-0.03691675993105248
2066200531.0,0.11902825983554688,3045.0,7.748861003430107,0.2741790471545682,-0.07530252858610785,-0.178920727124957,-0.17369415991328438,-0.056541720472609545,-0.12351395104890725,-0.01042764048991407,-0.07775346470862174,-0.036249328467528895,0.15180900695705585,-0.05858759068813099,-3.456761919990609,9.691464482906816e-19,-3.5061796706201825e-16,6.917402527476559e-17,1.9937738967111136e-16,6.797157154965391e-16,1.762302573082497e-16,-0.10302530323413658,-6.358975952999514e-18,2.730597058809796e-16,-1.1233276439268677e-16,4.2045406728253355e-18,-2.9377609625276736e-17,-1.345978779624056e-16,0.0,0.5832532909483946,-1.1048879797408142,-2.7493467351244916,0.04024021189989454,0.058950904929522825,-0.18069026542809652,0.0,0.0,0.0,0.0,0.0,0.0,-1.690234559955362,0.0,0.0,-0.38360789314667654,-0.44587829476927754,-1.4668790774435092,-0.09004786708707352,0.0,0.0,-0.07586378409981237
2066200532.0,0.2110541409988138,2204.0,8.20036757829386,0.1808217254934082,0.16127477577135638,0.15698116521557193,0.09209836463494411,0.3011499113923441,0.1406869350030717,0.15766441320264463,0.017868865506767806,0.021520736162335827,0.06396537509385279,-0.08730743578334454,-3.9722460843174137,1.5952132357012261e-15,6.756490328558288e-16,1.511986915759962e-16,7.074702727147461e-16,-6.192634357087761e-17,3.5877702327569913e-16,-0.21002968119981968,-2.2360873751277755e-17,2.0953904101904058e-16,1.2192949538822353e-16,9.122330445152763e-17,0.0,0.0,0.0,-0.9324993397830122,0.0,0.0,0.3098454177329184,0.26646878657950646,0.5243549816408222,1.2093147112798863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6668411442844858,-0.7007968830032276,-0.5424510407513937,0.132034334257344,0.0,0.0,-0.2211310579666407
2840002333.0,0.0389715620686355,7409.0,1.3661165390349663,-0.09781437329188898,0.017950417345213566,0.04808133915613628,0.151813284570845,0.08810930270279056,0.04341988956642015,0.03219319792628087,0.06474071237177598,0.0677132020159735,0.016408419334322303,-0.12607642016665807,0.41074834193034415,0.4356155993625264,0.44491346948517074,-2.0509525703985323e-16,0.7125340450270846,-1.0776546873016859e-16,3.287105346634602e-16,3.3742196352777495e-17,0.8275674271782739,0.7289774545354255,-2.2119882018061317e-16,-2.4855338929810723e-17,-2.904652717980217e-16,0.6146441980403013,0.7418962243364476,0.4240610889168799,0.31733368992040784,0.14695761869648652,0.5420574027547804,0.2285637882859012,0.1790238478078623,0.5114069268584743,-0.05226598428203747,0.003934092071291385,0.1429401930055399,0.4687434954122247,0.6070887213694406,0.5250159466807928,-0.5944502720397316,0.0471415482006226,0.0,0.0,0.0,0.37500811565288533,0.0,0.0,0.0
2840004768.0,0.09371388920961421,9247.0,3.752177074154757,-0.060113733193014565,0.028570626107403872,0.0032699973352804867,0.055001388234270684,0.02583572044037729,-0.07226456494243882,-0.06863438074027822,-0.033630351966864654,0.01044499587596158,0.04525907243927818,0.21900523661848298,-1.4349040518584726,0.14379883595360002,0.43497846859350836,-4.848335510656933e-16,0.29660550611760395,-1.0116006304163768e-16,-3.6187184636849565e-16,-1.4494334460718014e-16,0.578537193275161,0.35865250047403074,-1.0890905469031285e-16,2.1720697419223706e-16,-4.862459707480355e-16,0.5829888365019928,0.4242433185616253,0.32485816552422453,0.5083323075260637,0.2973607055167606,0.14254227473597167,0.2500041401316074,0.255276382523102,0.43322089037588934,0.06191990166653417,-0.16704445641178992,0.25260599454276966,0.16116190747805317,0.3827617161214668,0.3599534153156794,0.0,0.05431237157363162,0.0,-0.8691047314163702,0.0,-0.3424838645452727,0.0,0.0,0.0
2840004770.0,0.10528476548954613,9044.0,4.561832154864021,-0.02344174194338316,0.01775405358699267,-0.026188387131433677,-0.0011903540258741963,-0.02982237498556433,-0.013700277425103081,0.033302812405044735,0.09848875289225428,0.10590898070046259,0.1239058282368283,0.31577036971823635,-2.493390038426834,-0.22735650259360624,0.13245778682042791,5.802754183377968e-17,-0.4877794515007805,5.608992606564419e-16,2.961146779437279e-16,-5.902393682998305e-16,0.1191479978381993,0.1680700327374542,4.923390476707426e-16,2.7645161627447795e-16,4.804585030192424e-16,0.6821973904247357,0.41667937134237054,0.11865553761956771,0.506675076447461,0.35658379394381723,0.11817339231884089,0.029467060542630635,0.3311207711491795,0.053479951204703474,-0.2771612889567466,-0.07291679808279394,0.21179377200019164,-0.26531607770706617,-0.23455050745719574,-0.08461828398795584,-1.5678199646412372,-0.23972975708018707,0.23788746788512333,0.0,-0.671284291908982,-0.4897360882273377,0.0,0.0,0.0
3000006340.0,0.4163343752786235,8185.0,2.956675459050806,-0.00454703993976217,-0.03514788404840916,-0.025432898593426928,0.06707957572674174,0.10697975067622913,0.04607736164608837,0.07370058886064246,0.04970074376884475,-0.06038946005291731,-0.02970127336146394,0.0065923643018872225,-0.9944244232872268,1.231848248367182,1.0957482994023766,-5.68559044544085e-16,1.4561761082107176,0.13782444295828827,0.3932701261464459,1.3828674232505042e-16,1.6768478188238425,0.7670086642078748,-4.630037295561504e-16,1.4861411880391768,0.9095325109762639,0.9429867364281662,0.5071064955734628,-0.8341942866490677,0.6168703487568254,0.900881943484637,0.47747205497867934,0.8994058024998097,0.34897404352293676,0.8762075015074249,0.41565970887812703,0.42598851138252697,0.6327202731300532,0.7406227919820478,0.39220870237747646,-0.0801721164738043,0.5481422760336281,-0.5540031437862192,-0.3519819427383347,0.10890634855072573,-0.20350606111503855,0.5651535632023282,0.4884623396077099,0.5121531367263958,0.25931717887129374
3000006560.0,0.42439440721022637,8138.0,6.113436821590947,-0.15675664434988554,-0.3641505217531069,-0.1883557173535203,-0.15168198644572642,-0.12799278845171036,-0.14302409700741034,-0.2779200395910179,-0.3682821205874124,-0.335374243220588,-0.5357042826301864,-0.24897544965052548,-3.0439959122210034,0.6426148775277597,3.6047901613173833e-16,6.866516353973259e-16,1.1183308446221643,-0.0933107080815503,-0.10523003423601511,7.596532479883627e-16,0.44331484970548624,0.3290197437266898,1.5869089785454555e-16,0.5230017014246577,-0.19411303977558492,0.23186432835479576,0.8489196521640433,0.7739463685746013,0.21109876759075755,0.5159762520048642,0.40130246709587764,0.5332838592631176,0.12300161976113246,0.3385853925485918,0.6241110391056727,0.321062605042628,0.31432669332134433,-0.13513112548011988,-1.0301748716705013,-5.33101601668444e-17,-0.4302649149054055,-0.2807691234415286,-0.2068760619151881,0.013728585112593856,-0.48665038383087583,-0.2601505853830628,-0.21620714122756343,-0.2632921352598759,-0.3628161159827875
3000006610.0,0.45045636338576556,8395.0,5.6932924702181165,-0.15086563626694582,-0.34594691073016487,-0.31203365906159813,-0.21826134200358166,-0.12828104263381532,-0.224971912477933,-0.2471509350573364,-0.30683619366613646,-0.27151473042775975,-0.49372808373815114,-0.20365334295502546,-3.223167246466618,0.9326495894896611,-0.01901890893802155,1.756367917550581e-16,1.0498632051926273,0.06664941125194072,0.09682229549782882,-1.0282056343768213e-16,0.5486936009913055,0.42436686701971416,3.933335062922032e-16,0.5653249395911396,0.11533372258901216,0.400658964559636,0.55641665936716,0.2674751081811194,0.7604312098958915,0.7112835494809063,0.5325081535077273,0.8719600411688945,0.3151821915265453,0.470454423831877,0.45636299379408163,0.5154534055627434,0.37350493886968744,0.05610957605235164,-0.476210672639402,-0.34883715395129317,-0.08597905034044168,-0.783510423276121,0.5114156309575335,-0.7131723033154167,-0.26261836195618876,-0.593930005100934,0.07607914267470069,-0.28793348383662987,-0.21672614545229493
3500068914.0,0.019423656094505692,1119.0,0.4789469328882268,-0.07240296850160619,-0.10054560652173428,0.0173686786533964,0.03547122487207741,0.017281318922049184,0.0015448189388861775,-0.001324621092020288,0.03584445380470272,0.023613660922967402,-0.013150686745175411,0.09960282947665432,-0.15092517611854547,-1.9743746252457516e-16,1.5158623400835587e-16,4.744322965983217e-18,-3.809439905461237e-17,-4.321147008988681e-17,9.611501324967233e-18,2.0562332510854594e-17,-5.877573406146765e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1404048365026545,0.16856171828720798,-0.011390511663834368,-0.03947585366335226,-0.39237141026571193,-0.19822204999088455,-0.26877337656105654,-0.2213203162824576,0.0,0.0,0.0
